,epoch,train_accuracy_simple,train_accuracy_distil,train_loss_simple,train_loss_distil,valid_accuracy_simple,valid_accuracy_distil
90,90,0.85222,0.78918,0.00024010119140148163,2.39666703125,0.84822,0.78336
91,91,0.85376,0.79034,0.00023870171070098877,2.3955852661132813,0.84948,0.78426
92,92,0.85438,0.7914,0.00023727438122034074,2.394532998046875,0.85054,0.78514
93,93,0.85566,0.79228,0.0002358745500445366,2.393476467285156,0.85176,0.78616
94,94,0.85692,0.79334,0.00023447738468647004,2.3924274877929688,0.8526,0.7871
95,95,0.8581,0.794,0.0002330856838822365,2.391374609375,0.85414,0.78804
96,96,0.85918,0.79506,0.0002316868653893471,2.3903351489257814,0.85502,0.78892
97,97,0.86014,0.79584,0.0002303058785200119,2.3892942138671875,0.85632,0.78958
98,98,0.86122,0.79694,0.00022893266260623932,2.388238564453125,0.85706,0.79052
99,99,0.86206,0.79776,0.0002275546509027481,2.387206083984375,0.85814,0.79132
100,100,0.86304,0.79872,0.00022618866831064223,2.3861695043945312,0.85914,0.79218
101,101,0.86448,0.79958,0.00022481757014989852,2.3851306616210937,0.8604,0.79332
102,102,0.86562,0.80074,0.00022342014998197557,2.384108674316406,0.8615,0.79416
103,103,0.86692,0.80158,0.00022204847693443297,2.3830843969726563,0.8629,0.79518
104,104,0.86784,0.8025,0.0002207010245323181,2.3820605541992186,0.86424,0.7959
105,105,0.86912,0.80324,0.00021932532608509063,2.3810322216796873,0.86498,0.79696
106,106,0.87006,0.8044,0.00021796342730522156,2.3800067114257812,0.86614,0.79744
107,107,0.87126,0.80534,0.0002166233304142952,2.378990439453125,0.86702,0.79852
108,108,0.87214,0.80648,0.00021526664793491363,2.377959089355469,0.86826,0.79944
109,109,0.87324,0.80754,0.00021391985416412354,2.3769356518554687,0.86938,0.80056
110,110,0.8744,0.80822,0.00021256944805383683,2.375930471191406,0.87052,0.80134
111,111,0.8756,0.80928,0.00021121817201375962,2.37490654296875,0.87134,0.80246
112,112,0.87682,0.8105,0.00020987901896238326,2.3738998168945313,0.87234,0.80334
113,113,0.87766,0.81128,0.00020854278534650802,2.372894052734375,0.87368,0.80436
114,114,0.8788,0.8123,0.0002072026589512825,2.3718734033203126,0.8746,0.80544
115,115,0.87982,0.81296,0.00020587586015462876,2.3708819921875,0.87586,0.80642
116,116,0.88072,0.81392,0.00020452773660421372,2.3698884033203127,0.87682,0.80726
117,117,0.8818,0.81496,0.00020321034520864487,2.3688701782226564,0.87788,0.80812
118,118,0.88292,0.8161,0.00020188993096351623,2.3678851611328127,0.87892,0.80914
119,119,0.88392,0.81692,0.000200566825568676,2.3669040844726563,0.88016,0.80984
120,120,0.88486,0.81854,0.00019891453206539154,2.3657977465820315,0.88118,0.81604
121,121,0.88488,0.8198,0.00019843741327524184,2.3652747436523436,0.88242,0.81778
122,122,0.88522,0.82034,0.00019793877124786377,2.364774560546875,0.88266,0.81782
123,123,0.88542,0.82058,0.00019750772416591645,2.3644317407226563,0.88276,0.81822
124,124,0.88592,0.82102,0.00019708309710025787,2.3640983447265627,0.88302,0.81856
125,125,0.88638,0.82112,0.0001966589567065239,2.3637776049804686,0.88352,0.81874
126,126,0.88694,0.82156,0.0001962407350540161,2.3634627001953126,0.88354,0.81906
127,127,0.88734,0.8219,0.00019582009583711624,2.3631279150390627,0.88402,0.8192
128,128,0.88774,0.82234,0.00019540156900882722,2.3628093481445314,0.88432,0.8196
129,129,0.888,0.82246,0.00019499333888292313,2.36249486328125,0.88472,0.8199
130,130,0.88844,0.82288,0.00019457657873630523,2.3621812817382812,0.88506,0.82008
131,131,0.88866,0.82334,0.0001941678586602211,2.361860966796875,0.88524,0.8205
132,132,0.88912,0.82334,0.0001937577560544014,2.3615468359375,0.88566,0.82072
133,133,0.8894,0.82368,0.00019336507529020308,2.3612307861328126,0.88586,0.82108
134,134,0.88984,0.82394,0.00019296093225479126,2.3609196362304687,0.88632,0.82126
135,135,0.89014,0.82404,0.00019254763513803483,2.36061966796875,0.88684,0.8216
136,136,0.8905,0.82432,0.0001921467286348343,2.3603156591796877,0.8869,0.82182
137,137,0.8908,0.82464,0.00019173798084259032,2.359997238769531,0.88722,0.822
138,138,0.89112,0.82494,0.0001913417363166809,2.3596964233398436,0.88748,0.82232
139,139,0.8915,0.82524,0.00019094717651605607,2.3593947607421875,0.88798,0.82266
140,140,0.8918,0.82546,0.00019054584473371505,2.3590890161132814,0.88824,0.82294
141,141,0.89214,0.82588,0.00019014991402626038,2.3587837255859374,0.88836,0.8234
142,142,0.89248,0.82626,0.0001897510704398155,2.3584830541992186,0.88872,0.82336
143,143,0.89284,0.82656,0.0001893507644534111,2.3581800634765626,0.88906,0.82372
144,144,0.89314,0.82698,0.0001889567956328392,2.3578758544921876,0.8893,0.824
145,145,0.89342,0.8272,0.00018856569945812225,2.3575706396484377,0.88956,0.82454
146,146,0.89388,0.82736,0.00018816498816013336,2.357269052734375,0.88988,0.82472
147,147,0.89404,0.82758,0.00018776988685131074,2.3569669750976563,0.89016,0.82494
148,148,0.8945,0.82818,0.00018738630264997482,2.3566719287109374,0.89058,0.82528
149,149,0.8946,0.8283,0.0001869845473766327,2.356370009765625,0.89094,0.8257
150,150,0.8948,0.82862,0.00018658923149108886,2.3560717626953127,0.89106,0.82566
151,151,0.89522,0.82918,0.00018620088815689086,2.355781826171875,0.89144,0.82596
152,152,0.89562,0.82932,0.00018581002980470657,2.35548302734375,0.89192,0.82604
153,153,0.89592,0.82964,0.0001854224380850792,2.355185986328125,0.89226,0.82626
154,154,0.8963,0.8299,0.00018501887947320938,2.3548854931640624,0.89246,0.82646
155,155,0.8965,0.8302,0.0001846283286809921,2.3545915625,0.89274,0.82662
156,156,0.89686,0.8305,0.0001842498531937599,2.3542973413085937,0.89316,0.82682
157,157,0.89734,0.83084,0.00018385727137327194,2.3540015234375,0.89362,0.82722
158,158,0.8978,0.83124,0.00018346272945404053,2.3537090258789064,0.8938,0.82728
159,159,0.898,0.83132,0.0001830705013871193,2.3534125537109376,0.8941,0.8276
160,160,0.8984,0.8316,0.00018269327372312546,2.35311607421875,0.89428,0.8277
161,161,0.8987,0.83192,0.00018230593413114547,2.3528224169921876,0.8946,0.8278
162,162,0.8991,0.8323,0.0001819087788462639,2.352533654785156,0.89478,0.82818
163,163,0.89952,0.83256,0.00018152338445186615,2.3522468212890626,0.8953,0.82858
164,164,0.8998,0.83298,0.00018113352149724961,2.351950832519531,0.89582,0.82874
165,165,0.90012,0.83342,0.00018075488418340684,2.3516585522460938,0.89594,0.82906
166,166,0.90038,0.83362,0.0001803626960515976,2.35136056640625,0.89628,0.8293
167,167,0.90054,0.83384,0.00017997375264763833,2.3510703173828125,0.89644,0.82954
168,168,0.90084,0.83418,0.00017958558082580567,2.3507766943359374,0.89692,0.8298
169,169,0.9011,0.83448,0.0001792097882926464,2.3504842651367186,0.89726,0.82994
170,170,0.90128,0.8346,0.00017881741732358932,2.3501962255859374,0.89764,0.83012
171,171,0.9016,0.8349,0.00017843896061182023,2.3499076611328125,0.89786,0.83042
172,172,0.90194,0.83518,0.00017804798245429993,2.3496207080078126,0.89822,0.8307
173,173,0.90232,0.8354,0.00017766927674412727,2.349328801269531,0.89842,0.83102
174,174,0.9026,0.83564,0.0001772913746535778,2.3490391967773436,0.8986,0.83136
175,175,0.90278,0.83606,0.0001769101858139038,2.348752644042969,0.89874,0.83152
176,176,0.90292,0.83618,0.00017652240544557571,2.348468249511719,0.89908,0.83176
177,177,0.90328,0.83642,0.0001761361101269722,2.348175705566406,0.89948,0.83212
178,178,0.90346,0.83668,0.0001757507337629795,2.3478947509765624,0.89962,0.83222
179,179,0.90372,0.83692,0.00017537571951746942,2.3476009716796873,0.9,0.83264
180,180,0.9044,0.83764,0.00017463616982102393,2.3470953833007813,0.9012,0.8332
181,181,0.90454,0.83762,0.00017431935474276542,2.346825109863281,0.90154,0.83326
182,182,0.9048,0.83776,0.00017422418087720872,2.346740944824219,0.90144,0.83334
183,183,0.90492,0.83786,0.00017410170510411262,2.346655478515625,0.90162,0.83322
184,184,0.90494,0.8378,0.00017398856088519097,2.346562580566406,0.90162,0.83342
185,185,0.90512,0.838,0.000173868058770895,2.3464730908203126,0.9017,0.83348
186,186,0.90522,0.83794,0.00017375555783510208,2.346388359375,0.90192,0.8336
187,187,0.90526,0.83794,0.00017363604232668877,2.346305920410156,0.90192,0.83358
188,188,0.90534,0.83814,0.0001735178841650486,2.3462113037109376,0.90204,0.83368
189,189,0.9054,0.83828,0.00017339997544884683,2.3461265869140626,0.90216,0.83382
190,190,0.9056,0.83834,0.00017328716680407524,2.3460370947265625,0.90222,0.83388
191,191,0.90574,0.8385,0.00017316641002893449,2.3459504174804686,0.90224,0.83402
192,192,0.90574,0.83866,0.00017305173769593238,2.3458666748046877,0.90236,0.83406
193,193,0.90586,0.8386,0.00017293926626443863,2.34578015625,0.90244,0.83408
194,194,0.90588,0.83876,0.00017282111331820487,2.345693239746094,0.90248,0.8341
195,195,0.90598,0.83876,0.00017270775109529495,2.345608381347656,0.9026,0.83438
196,196,0.90604,0.8389,0.000172587428689003,2.3455179443359375,0.9025,0.83426
197,197,0.9062,0.83896,0.00017246493369340896,2.345433127441406,0.90254,0.83446
198,198,0.90632,0.83932,0.00017235354721546173,2.345348210449219,0.90262,0.83444
199,199,0.90642,0.83928,0.0001722371968626976,2.3452563037109373,0.90274,0.83456
200,200,0.90644,0.8394,0.0001721152478456497,2.345166242675781,0.90278,0.83458
201,201,0.9065,0.83958,0.0001720004668831825,2.345079228515625,0.90284,0.83492
202,202,0.90668,0.83942,0.00017188839122653007,2.3449935571289062,0.90298,0.83498
203,203,0.90666,0.83984,0.0001717688824236393,2.344903425292969,0.9029,0.83498
204,204,0.90666,0.8399,0.00017165482729673387,2.344818017578125,0.90308,0.8351
205,205,0.9068,0.84004,0.00017153674498200417,2.344733076171875,0.9032,0.8351
206,206,0.90696,0.83996,0.00017142342790961267,2.3446455249023437,0.9032,0.8352
207,207,0.90708,0.83998,0.00017129954025149344,2.3445569311523435,0.90336,0.83544
208,208,0.9071,0.84014,0.0001711842465400696,2.344468488769531,0.9033,0.8354
209,209,0.90708,0.84016,0.00017106712758541107,2.3443834301757813,0.90342,0.83552
210,210,0.9073,0.84026,0.00017095381334424019,2.344297355957031,0.9036,0.83556
211,211,0.90738,0.84046,0.0001708291482925415,2.344209970703125,0.90364,0.83588
212,212,0.90742,0.8405,0.00017071594521403312,2.3441223046875,0.90388,0.83586
213,213,0.90752,0.8407,0.00017059842094779016,2.34403013671875,0.90376,0.83594
214,214,0.90754,0.84072,0.00017048040121793746,2.343941188964844,0.90386,0.83602
215,215,0.90768,0.84076,0.0001703627198934555,2.34385517578125,0.90394,0.83618
216,216,0.90766,0.84086,0.00017024740174412728,2.34376984375,0.90398,0.83624
217,217,0.90768,0.84086,0.0001701329442858696,2.343682705078125,0.90408,0.83618
218,218,0.90784,0.84086,0.00017000993743538856,2.3435970947265625,0.90406,0.8364
219,219,0.9079,0.84106,0.00016989269077777864,2.3435051049804687,0.90412,0.8365
220,220,0.90794,0.84122,0.00016977268397808074,2.343416657714844,0.9043,0.8367
221,221,0.90812,0.84136,0.0001696581943333149,2.343326015625,0.90438,0.83662
222,222,0.90816,0.84136,0.00016954248249530793,2.3432364575195312,0.90446,0.83666
223,223,0.90836,0.84146,0.0001694199386239052,2.343155908203125,0.9045,0.83694
224,224,0.90828,0.84166,0.00016930442944169044,2.3430703833007813,0.90462,0.83686
225,225,0.90852,0.8416,0.0001691841432452202,2.342982800292969,0.90468,0.83694
226,226,0.9085,0.84192,0.00016906369999051095,2.342896201171875,0.90482,0.837
227,227,0.90862,0.84192,0.00016894257158041,2.3428061694335938,0.90484,0.83714
